Agrupacions censals (a 01-01-2024)
Institut d'Estadística de Catalunya
https://www.idescat.cat/codis/?id=50&n=81
Nivell;Codi;Nom;Tipus AC;Codi comarca;
Municipi;080193;Barcelona;;;
Secció censal;04053; ;;;
Secció censal;04054; ;;;
Secció censal;04055; ;;;
Secció censal;04056; ;;;
Agrupació censal;080193074;Barcelona 74 (les Planes, Vallvidrera, el Tibidabo i els barris de Muntanya de Sarrià);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05001; ;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05004; ;;;
Secció censal;05005; ;;;
Agrupació censal;080193075;Barcelona 75 (Sarrià Vell);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05007; ;;;
Secció censal;05008; ;;;
Secció censal;05009; ;;;
Secció censal;05010; ;;;
Secció censal;05011; ;;;
Secció censal;05012; ;;;
Secció censal;05013; ;;;
Agrupació censal;080193076;Barcelona 76 (els Caputxins, Can Ponsic i Santa Amèlia);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05006; ;;;
Secció censal;05014; ;;;
Secció censal;05015; ;;;
Secció censal;05016; ;;;
Secció censal;05017; ;;;
Secció censal;05018; ;;;
Secció censal;05019; ;;;
Agrupació censal;080193077;Barcelona 77 (Can Ràbia i la Nena Cases);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05020; ;;;
Secció censal;05021; ;;;
Secció censal;05022; ;;;
Secció censal;05023; ;;;
Secció censal;05024; ;;;
Agrupació censal;080193078;Barcelona 78 (les Tres Torres);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05025; ;;;
Secció censal;05026; ;;;
Secció censal;05027; ;;;
Secció censal;05028; ;;;
Secció censal;05029; ;;;
Secció censal;05030; ;;;
Agrupació censal;080193079;Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05031; ;;;
Secció censal;05032; ;;;
Secció censal;05033; ;;;
Secció censal;05034; ;;;
Agrupació censal;080193080;Barcelona 80 (Sant Gervasi de Cassoles);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05035; ;;;
Secció censal;05036; ;;;
Secció censal;05037; ;;;
Secció censal;05038; ;;;
Secció censal;05039; ;;;
Secció censal;05040; ;;;
Secció censal;05041; ;;;
Agrupació censal;080193081;Barcelona 81 (Mandri);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05042; ;;;
Secció censal;05043; ;;;
Secció censal;05044; ;;;
Secció censal;05045; ;;;
Secció censal;05046; ;;;
Secció censal;05047; ;;;
Secció censal;05048; ;;;
Agrupació censal;080193082;Barcelona 82 (Can Castelló, Modolell i Can Ballescar);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05049; ;;;
Secció censal;05050; ;;;
Secció censal;05051; ;;;
Secció censal;05052; ;;;
Secció censal;05053; ;;;
Secció censal;05054; ;;;
Secció censal;05055; ;;;
Agrupació censal;080193083;Barcelona 83 (el Turó Parc);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05056; ;;;
Secció censal;05057; ;;;
Secció censal;05058; ;;;
Secció censal;05059; ;;;
Secció censal;05060; ;;;
Agrupació censal;080193084;Barcelona 84 (Galvany);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05061; ;;;
Secció censal;05062; ;;;
Secció censal;05063; ;;;
Secció censal;05064; ;;;
Secció censal;05065; ;;;
Agrupació censal;080193085;Barcelona 85 (Tuset);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05066; ;;;
Secció censal;05067; ;;;
Secció censal;05068; ;;;
Secció censal;05069; ;;;
Agrupació censal;080193086;Barcelona 86 (Laforja);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05070; ;;;
Secció censal;05071; ;;;
Secció censal;05072; ;;;
Secció censal;05073; ;;;
Secció censal;05074; ;;;
Agrupació censal;080193087;Barcelona 87 (Monterols);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05075; ;;;
Secció censal;05076; ;;;
Secció censal;05077; ;;;
Secció censal;05078; ;;;
Secció censal;05079; ;;;
Agrupació censal;080193088;Barcelona 88 (el Farró);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05080; ;;;
Secció censal;05081; ;;;
Secció censal;05082; ;;;
Secció censal;05083; ;;;
Secció censal;05084; ;;;
Secció censal;05085; ;;;
Secció censal;05086; ;;;
Secció censal;05087; ;;;
Agrupació censal;080193089;Barcelona 89 (el Putxet);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05088; ;;;
Secció censal;05089; ;;;
Secció censal;05090; ;;;
Secció censal;05091; ;;;
Secció censal;05092; ;;;
Agrupació censal;080193090;Barcelona 90 (Craywinckel);10;13;
Municipi;080193;Barcelona;;;
Secció censal;05093; ;;;
Secció censal;05094; ;;;
Secció censal;05095; ;;;
Secció censal;05096; ;;;
Secció censal;05097; ;;;
Secció censal;05098; ;;;
Agrupació censal;080193091;Barcelona 91 (els Penitents i el Mas Falcó);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06009; ;;;
Secció censal;06010; ;;;
Secció censal;06011; ;;;
Secció censal;06012; ;;;
Agrupació censal;080193092;Barcelona 92 (el Pont de Vallcarca);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06006; ;;;
Secció censal;06007; ;;;
Secció censal;06008; ;;;
Agrupació censal;080193093;Barcelona 93 (Vallcarca - la Farigola);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06001; ;;;
Secció censal;06002; ;;;
Secció censal;06003; ;;;
Secció censal;06004; ;;;
Agrupació censal;080193094;Barcelona 94 (el Coll);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06013; ;;;
Secció censal;06014; ;;;
Secció censal;06015; ;;;
Secció censal;06016; ;;;
Secció censal;06017; ;;;
Agrupació censal;080193095;Barcelona 95 (el Coll del Portell);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06018; ;;;
Secció censal;06019; ;;;
Secció censal;06020; ;;;
Secció censal;06021; ;;;
Agrupació censal;080193096;Barcelona 96 (Sant Josep de la Muntanya);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06022; ;;;
Secció censal;06023; ;;;
Secció censal;06024; ;;;
Secció censal;06025; ;;;
Secció censal;06026; ;;;
Secció censal;06027; ;;;
Agrupació censal;080193097;Barcelona 97 (la Plaça Rovira);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06028; ;;;
Secció censal;06029; ;;;
Secció censal;06030; ;;;
Secció censal;06031; ;;;
Secció censal;06032; ;;;
Agrupació censal;080193098;Barcelona 98 (la Plaça del Nord i Can Trilla);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06033; ;;;
Secció censal;06034; ;;;
Secció censal;06035; ;;;
Secció censal;06036; ;;;
Secció censal;06037; ;;;
Secció censal;06038; ;;;
Secció censal;06039; ;;;
Agrupació censal;080193099;Barcelona 99 (la Llibertat i la Riera de Sant Miquel);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06040; ;;;
Secció censal;06041; ;;;
Secció censal;06042; ;;;
Secció censal;06043; ;;;
Secció censal;06044; ;;;
Agrupació censal;080193100;Barcelona 100 (Rius i Taulet);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06045; ;;;
Secció censal;06046; ;;;
Secció censal;06047; ;;;
Secció censal;06048; ;;;
Agrupació censal;080193101;Barcelona 101 (el Sol, el Diamant, la Virreina i la Revolució);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06049; ;;;
Secció censal;06050; ;;;
Secció censal;06051; ;;;
Secció censal;06052; ;;;
Secció censal;06053; ;;;
Secció censal;06054; ;;;
Agrupació censal;080193102;Barcelona 102 (l'Abaceria i la Plaça del Raspall);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06055; ;;;
Secció censal;06056; ;;;
Secció censal;06057; ;;;
Secció censal;06058; ;;;
Secció censal;06059; ;;;
Agrupació censal;080193103;Barcelona 103 (Joanic);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06060; ;;;
Secció censal;06061; ;;;
Secció censal;06062; ;;;
Secció censal;06063; ;;;
Agrupació censal;080193104;Barcelona 104 (el Camp d'en Grassot);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06064; ;;;
Secció censal;06065; ;;;
Secció censal;06066; ;;;
Secció censal;06067; ;;;
Secció censal;06068; ;;;
Secció censal;06069; ;;;
Secció censal;06070; ;;;
Agrupació censal;080193105;Barcelona 105 (la Sedeta);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06071; ;;;
Secció censal;06072; ;;;
Secció censal;06073; ;;;
Secció censal;06074; ;;;
Secció censal;06075; ;;;
Secció censal;06076; ;;;
Agrupació censal;080193106;Barcelona 106 (Can Romans);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06077; ;;;
Secció censal;06078; ;;;
Secció censal;06079; ;;;
Secció censal;06080; ;;;
Secció censal;06081; ;;;
Agrupació censal;080193107;Barcelona 107 (Ca l'Alegre de Dalt);10;13;
Municipi;080193;Barcelona;;;
Secció censal;06082; ;;;
Secció censal;06083; ;;;
Secció censal;06084; ;;;
Secció censal;06085; ;;;
Secció censal;06086; ;;;
Secció censal;06087; ;;;
Secció censal;06088; ;;;
Agrupació censal;080193108;Barcelona 108 (els Jardins del Príncep de Girona);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07001; ;;;
Secció censal;07002; ;;;
Secció censal;07003; ;;;
Secció censal;07004; ;;;
Secció censal;07005; ;;;
Secció censal;07006; ;;;
Secció censal;07007; ;;;
Secció censal;07008; ;;;
Agrupació censal;080193109;Barcelona 109 (el Mas Casanovas);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07009; ;;;
Secció censal;07010; ;;;
Secció censal;07011; ;;;
Secció censal;07012; ;;;
Secció censal;07013; ;;;
Agrupació censal;080193110;Barcelona 110 (el Parc de les Aigües);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07014; ;;;
Secció censal;07015; ;;;
Secció censal;07016; ;;;
Secció censal;07017; ;;;
Secció censal;07018; ;;;
Secció censal;07019; ;;;
Agrupació censal;080193111;Barcelona 111 (Can Baró);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07020; ;;;
Secció censal;07021; ;;;
Secció censal;07022; ;;;
Secció censal;07023; ;;;
Secció censal;07024; ;;;
Secció censal;07025; ;;;
Secció censal;07026; ;;;
Agrupació censal;080193112;Barcelona 112 (el Parc del Guinardó);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07027; ;;;
Secció censal;07028; ;;;
Secció censal;07029; ;;;
Secció censal;07030; ;;;
Agrupació censal;080193113;Barcelona 113 (el Guinardó i l'Hospital de Sant Pau);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07031; ;;;
Secció censal;07032; ;;;
Secció censal;07033; ;;;
Secció censal;07034; ;;;
Secció censal;07035; ;;;
Secció censal;07036; ;;;
Secció censal;07037; ;;;
Secció censal;07038; ;;;
Secció censal;07039; ;;;
Secció censal;07040; ;;;
Secció censal;07041; ;;;
Agrupació censal;080193114;Barcelona 114 (Maragall);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07042; ;;;
Secció censal;07043; ;;;
Secció censal;07044; ;;;
Secció censal;07045; ;;;
Secció censal;07046; ;;;
Agrupació censal;080193115;Barcelona 115 (els Quinze);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07047; ;;;
Secció censal;07048; ;;;
Secció censal;07049; ;;;
Secció censal;07050; ;;;
Secció censal;07051; ;;;
Agrupació censal;080193116;Barcelona 116 (la Font d'en Fargues i Can Carabassa);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07052; ;;;
Secció censal;07053; ;;;
Secció censal;07054; ;;;
Secció censal;07055; ;;;
Secció censal;07056; ;;;
Secció censal;07057; ;;;
Secció censal;07058; ;;;
Agrupació censal;080193117;Barcelona 117 (l'Alt Carmel i el Turó de la Rovira);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07059; ;;;
Secció censal;07060; ;;;
Secció censal;07061; ;;;
Secció censal;07062; ;;;
Secció censal;07063; ;;;
Secció censal;07064; ;;;
Secció censal;07065; ;;;
Secció censal;07066; ;;;
Secció censal;07067; ;;;
Secció censal;07068; ;;;
Secció censal;07069; ;;;
Secció censal;07070; ;;;
Agrupació censal;080193118;Barcelona 118 (el Baix Carmel);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07071; ;;;
Secció censal;07072; ;;;
Secció censal;07073; ;;;
Secció censal;07074; ;;;
Secció censal;07075; ;;;
Secció censal;07076; ;;;
Secció censal;07077; ;;;
Secció censal;07078; ;;;
Secció censal;07079; ;;;
Secció censal;07080; ;;;
Agrupació censal;080193119;Barcelona 119 (la Teixonera);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07081; ;;;
Secció censal;07082; ;;;
Secció censal;07083; ;;;
Secció censal;07084; ;;;
Secció censal;07085; ;;;
Secció censal;07086; ;;;
Secció censal;07087; ;;;
Secció censal;07088; ;;;
Agrupació censal;080193120;Barcelona 120 (Sant Genís dels Agudells);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07089; ;;;
Secció censal;07090; ;;;
Secció censal;07091; ;;;
Secció censal;07092; ;;;
Secció censal;07093; ;;;
Agrupació censal;080193121;Barcelona 121 (Montbau);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07094; ;;;
Secció censal;07095; ;;;
Secció censal;07096; ;;;
Secció censal;07097; ;;;
Agrupació censal;080193122;Barcelona 122 (la Vall d'Hebron i la Clota);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07098; ;;;
Secció censal;07099; ;;;
Secció censal;07100; ;;;
Secció censal;07101; ;;;
Secció censal;07102; ;;;
Agrupació censal;080193123;Barcelona 123 (l'Eixample d'Horta);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07103; ;;;
Secció censal;07104; ;;;
Secció censal;07105; ;;;
Secció censal;07106; ;;;
Secció censal;07107; ;;;
Secció censal;07108; ;;;
Secció censal;07109; ;;;
Secció censal;07110; ;;;
Secció censal;07111; ;;;
Agrupació censal;080193124;Barcelona 124 (Sant Joan d'Horta);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07112; ;;;
Secció censal;07113; ;;;
Secció censal;07114; ;;;
Secció censal;07115; ;;;
Secció censal;07116; ;;;
Secció censal;07117; ;;;
Secció censal;07118; ;;;
Agrupació censal;080193125;Barcelona 125 (Sant Marcel i les Franceses);10;13;
Municipi;080193;Barcelona;;;
Secció censal;07119; ;;;
Secció censal;07120; ;;;
Secció censal;07121; ;;;
Secció censal;07122; ;;;
Secció censal;07123; ;;;
Agrupació censal;080193126;Barcelona 126 (Can Cartellà);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08001; ;;;
Secció censal;08002; ;;;
Secció censal;08003; ;;;
Secció censal;08004; ;;;
Secció censal;08005; ;;;
Secció censal;08006; ;;;
Secció censal;08007; ;;;
Secció censal;08008; ;;;
Agrupació censal;080193127;Barcelona 127 (Virrei Amat i la Torre Llobeta);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08009; ;;;
Secció censal;08010; ;;;
Secció censal;08011; ;;;
Secció censal;08012; ;;;
Secció censal;08013; ;;;
Secció censal;08014; ;;;
Agrupació censal;080193128;Barcelona 128 (Can Garrigó);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08015; ;;;
Secció censal;08016; ;;;
Secció censal;08017; ;;;
Secció censal;08018; ;;;
Secció censal;08019; ;;;
Agrupació censal;080193129;Barcelona 129 (la Plaça de Sóller);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08020; ;;;
Secció censal;08021; ;;;
Secció censal;08022; ;;;
Secció censal;08023; ;;;
Secció censal;08024; ;;;
Secció censal;08025; ;;;
Secció censal;08026; ;;;
Agrupació censal;080193130;Barcelona 130 (Can Dragó);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08027; ;;;
Secció censal;08028; ;;;
Secció censal;08029; ;;;
Secció censal;08030; ;;;
Agrupació censal;080193131;Barcelona 131 (els Jardins d'Alfàbia);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08031; ;;;
Secció censal;08032; ;;;
Secció censal;08033; ;;;
Secció censal;08034; ;;;
Secció censal;08035; ;;;
Secció censal;08036; ;;;
Secció censal;08037; ;;;
Agrupació censal;080193132;Barcelona 132 (el Mercat de la Mercè);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08038; ;;;
Secció censal;08039; ;;;
Secció censal;08040; ;;;
Secció censal;08041; ;;;
Secció censal;08042; ;;;
Secció censal;08043; ;;;
Agrupació censal;080193133;Barcelona 133 (el Turó de la Peira i Can Peguera);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08044; ;;;
Secció censal;08045; ;;;
Secció censal;08046; ;;;
Secció censal;08047; ;;;
Secció censal;08048; ;;;
Secció censal;08049; ;;;
Agrupació censal;080193134;Barcelona 134 (el Parc Central de Nou Barris);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08050; ;;;
Secció censal;08051; ;;;
Secció censal;08052; ;;;
Secció censal;08053; ;;;
Secció censal;08054; ;;;
Secció censal;08055; ;;;
Secció censal;08215; ;;;
Agrupació censal;080193135;Barcelona 135 (la Guineueta);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08056; ;;;
Secció censal;08057; ;;;
Secció censal;08058; ;;;
Secció censal;08059; ;;;
Agrupació censal;080193136;Barcelona 136 (Canyelles);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08060; ;;;
Secció censal;08061; ;;;
Secció censal;08062; ;;;
Secció censal;08063; ;;;
Secció censal;08064; ;;;
Agrupació censal;080193137;Barcelona 137 (la Mina de la Ciutat);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08065; ;;;
Secció censal;08066; ;;;
Secció censal;08067; ;;;
Secció censal;08068; ;;;
Secció censal;08069; ;;;
Agrupació censal;080193138;Barcelona 138 (les Roquetes);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08070; ;;;
Secció censal;08071; ;;;
Secció censal;08072; ;;;
Secció censal;08073; ;;;
Secció censal;08074; ;;;
Agrupació censal;080193139;Barcelona 139 (la Plaça de Verdun);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08075; ;;;
Secció censal;08076; ;;;
Secció censal;08077; ;;;
Agrupació censal;080193140;Barcelona 140 (les Cases de Charlot);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08078; ;;;
Secció censal;08079; ;;;
Secció censal;08080; ;;;
Secció censal;08081; ;;;
Secció censal;08082; ;;;
Agrupació censal;080193141;Barcelona 141 (Can Borràs);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08083; ;;;
Secció censal;08084; ;;;
Secció censal;08085; ;;;
Secció censal;08086; ;;;
Agrupació censal;080193142;Barcelona 142 (Santa Engràcia);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08087; ;;;
Secció censal;08088; ;;;
Secció censal;08089; ;;;
Secció censal;08090; ;;;
Secció censal;08091; ;;;
Agrupació censal;080193143;Barcelona 143 (la Plaça Verda);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08092; ;;;
Secció censal;08093; ;;;
Secció censal;08094; ;;;
Secció censal;08095; ;;;
Agrupació censal;080193144;Barcelona 144 (la Flor de Neu);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08096; ;;;
Secció censal;08097; ;;;
Secció censal;08098; ;;;
Secció censal;08099; ;;;
Secció censal;08100; ;;;
Secció censal;08101; ;;;
Secció censal;08102; ;;;
Agrupació censal;080193145;Barcelona 145 (la Trinitat Nova);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08103; ;;;
Secció censal;08104; ;;;
Secció censal;08105; ;;;
Secció censal;08106; ;;;
Secció censal;08107; ;;;
Agrupació censal;080193146;Barcelona 146 (Torre Baró, Ciutat Meridiana i Vallbona);10;13;
Municipi;080193;Barcelona;;;
Secció censal;08108; ;;;
Secció censal;08109; ;;;
Secció censal;08110; ;;;
Secció censal;08111; ;;;
Secció censal;08112; ;;;
Secció censal;08113; ;;;
Secció censal;08114; ;;;
Secció censal;08115; ;;;
Secció censal;08116; ;;;
Agrupació censal;080193147;Barcelona 147 (la Trinitat Vella);10;13;
Municipi;080193;Barcelona;;;
Secció censal;09001; ;;;
Secció censal;09002; ;;;
Secció censal;09003; ;;;
Secció censal;09004; ;;;
Secció censal;09005; ;;;
Agrupació censal;080193148;Barcelona 148 (Baró de Viver i la Maquinista);10;13;
Municipi;080193;Barcelona;;;
Secció censal;09006; ;;;
Secció censal;09007; ;;;
Secció censal;09008; ;;;
Secció censal;09009; ;;;
Agrupació censal;080193149;Barcelona 149 (el Bon Pastor);10;13;
Municipi;080193;Barcelona;;;
Secció censal;09010; ;;;
Secció censal;09011; ;;;
Secció censal;09013; ;;;
Secció censal;09014; ;;;
Secció censal;09015; ;;;
Agrupació censal;080193150;Barcelona 150 (Can Portabella);10;13;
